timestamp,fault_id,trial,arm,majority_label,gen_labels_json,gen_agreement,rep_correctness_score,correctness_scores_json,judge_votes_json,correct_at_0.5,correct_at_0.6,correct_at_0.7,low_quality_flag,system_fingerprint,gitops_rag_jaccard,identified_fault_type,confidence,root_cause,reasoning,latency_ms,prompt_tokens,completion_tokens,error
2026-06-20T14:51:47.800557,F1,3,C4_both,Liveness/Readiness Probe Failure,"[""Liveness/Readiness Probe Failure"", ""Service Endpoint Issue"", ""Pod Probe Failures""]",0.3333,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Liveness/Readiness Probe Failure,0.8,"The recommendationservice pod is failing liveness and readiness probes due to timeout issues, indicating potential misconfiguration or resource constraints.","Step 1: Checked Node Health. All nodes are Ready. Step 2: Checked Pod Status. recommendationservice-678cb455cc-s866c is not healthy due to liveness and readiness probe failures, indicating potential a...",34117,17406,2993,
2026-06-20T14:51:47.800557,F1,3,C5_placebo,Service Connectivity Issue,"[""Service Connectivity Issue"", ""Network Connectivity Issue"", ""Service Connectivity Issue""]",0.6667,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Service Connectivity Issue,0.8,"The recommendationservice and checkoutservice pods are unable to connect to their respective services due to timeouts, indicating a connectivity issue.","Step 1: Checked Node Health - All nodes are Ready, so no node-level fault is identified. Step 2: Checked Pod Status - The recommendationservice pod is showing readiness and liveness probe failures due...",32070,16347,3094,
2026-06-20T14:59:03.006159,F1,4,C1_A,Network Connectivity Issue,"[""Network Connectivity Issue"", ""Network Connectivity Issue"", ""Network Connectivity Issue""]",1.0,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Network Connectivity Issue,0.8,The checkout service is experiencing connectivity issues due to timeouts when attempting to communicate with another service.,Step 1: Checked node health; all nodes are Ready. Step 2: All pods are in Running state with no warning/error events. Step 3: No services show 0 endpoints or endpoint mismatches. Step 4: Found log mes...,36498,17277,3048,
2026-06-20T14:59:03.006159,F1,4,C2_gitops,Network Connectivity Issue,"[""Network Connectivity Issue"", ""Network Connectivity Timeout"", ""Network Connectivity Issue""]",0.6667,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Network Connectivity Issue,0.9,The checkoutservice and frontend are experiencing connection timeouts when trying to communicate with other services.,Step 1: Checked node health - all nodes are Ready. Step 2: Checked pod status - all pods are Running. Step 3: Checked service connectivity - no services show 0 endpoints. Step 4: Checked network - obs...,35197,18726,2974,
2026-06-20T14:59:03.006159,F1,4,C3_rag,Network Connectivity Issue,"[""Network Connectivity Issue"", ""Network Connectivity Issue"", ""Connection Refused""]",0.6667,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Network Connectivity Issue,0.8,The checkout service is unable to connect to a dependent service due to network timeouts.,"Step 1: Checked node health; all nodes are Ready with no pressure conditions, so no primary candidate here. Step 2: Checked pod status; all pods are Running, so no primary candidate here. Step 3: Chec...",32738,18963,2806,
2026-06-20T14:59:03.006159,F1,4,C4_both,Network Connectivity Issue,"[""Connection Timeout"", ""Network Connectivity Issue"", ""Network Connectivity Issue""]",0.6667,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Network Connectivity Issue,0.8,"The checkoutservice is unable to connect to the intended service at 10.98.94.87:5000 due to network issues, resulting in RPC errors.","Step 1: Checked Node Health - all nodes are Ready, so no node-level fault detected. Step 2: Checked Pod Status - all pods are Running, with no indications of OOMKilled or CrashLoopBackOff. Step 3: Che...",37101,20406,2875,
2026-06-20T14:59:03.006159,F1,4,C5_placebo,Network Connectivity Issue,"[""Network Connectivity Issue"", ""Network Connectivity Issue"", ""Network Connectivity Issue""]",1.0,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Network Connectivity Issue,0.9,The checkout service is unable to connect to a required service due to network connectivity issues.,Step 1: Checked node health; all nodes are Ready with no pressure conditions. Step 2: All pods are in Running state with no termination or waiting issues. Step 3: No services show 0 endpoints; therefo...,33439,19395,2786,
2026-06-20T15:06:45.643525,F1,5,C1_A,Network Connectivity Issue,"[""Network Connection Timeout"", ""Network Connectivity Issue"", ""Network Connectivity Issue""]",0.6667,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Network Connectivity Issue,0.8,The checkoutservice is unable to connect to the product service due to network connectivity issues.,"Step 1: Checked node health and found all nodes are Ready with no DiskPressure, MemoryPressure, or PIDPressure conditions. Proceeded to Step 2. Step 2: All pods are in Running state. No termination re...",35670,15963,2807,
2026-06-20T15:06:45.643525,F1,5,C2_gitops,Network Connectivity Issue,"[""Network Connectivity Issue"", ""Network Connectivity Issue"", ""Network Connectivity Issue""]",1.0,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Network Connectivity Issue,0.9,The checkout service cannot connect to the specified service endpoint due to a network timeout.,"Step 1: Checked Node Health - All nodes are in Ready state, no issues noted. Step 2: Checked Pod Status - All pods are in Running state. However, checkoutservice-db56f59d-jblhs is experiencing repeate...",32857,17583,2941,
2026-06-20T15:06:45.643525,F1,5,C3_rag,Network Connectivity Issue,"[""Network Connectivity Issue"", ""Network Connectivity Issue"", ""Network Connectivity Issue""]",1.0,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Network Connectivity Issue,0.8,"The checkoutservice is unable to connect to the backend service due to network connectivity issues, resulting in timeout errors.",Step 1: Checked node health and found all nodes are Ready with no pressure conditions. Step 2: All pods are in Running state with no termination or waiting reasons indicating issues. Step 3: No servic...,27605,17784,2765,
2026-06-20T15:06:45.643525,F1,5,C4_both,Network Connectivity Issue,"[""Network Connectivity Issue"", ""Connection Timeout"", ""Network Connectivity Issue""]",0.6667,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Network Connectivity Issue,0.8,The checkout service cannot connect to the intended service at 10.98.94.87:5000 due to network issues.,Step 1: Checked node health; all nodes are Ready. Step 2: Checked pod status; all pods are Running with no termination or waiting reasons indicating issues. Step 3: No services showing 0 endpoints or ...,31155,19434,3020,
2026-06-20T15:06:45.643525,F1,5,C5_placebo,Network Connectivity Issue,"[""Network Connectivity Issue"", ""Network Connectivity Issue"", ""Service Connectivity Issue""]",0.6667,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0353,Network Connectivity Issue,0.85,The checkoutservice is unable to connect to the specified service endpoint due to network issues.,"Step 1: All nodes are in Ready state with no conditions indicating issues, so I proceed to Step 2. Step 2: All pods are in Running state, but there are error logs indicating connection timeouts from t...",33498,18249,2970,
2026-06-20T15:27:48.995568,F2,1,C1_A,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff""]",1.0,0.1,"[0.1, 0.1, 0.1]","[0.1, 0.1, 0.1]",0,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The paymentservice pod is crashing due to readiness probe failures linked to network connectivity issues.,"Step 1: Checked Node Health - All nodes are Ready. No DiskPressure, MemoryPressure, or PIDPressure. Proceed to Step 2. Step 2: Checked Pod Status - The paymentservice-5dd776d9f4-rkk77 pod is NOT READY...",30391,15783,3103,
2026-06-20T15:27:48.995568,F2,1,C2_gitops,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff""]",1.0,0.1,"[0.1, 0.5, 0.1]","[0.1, 0.1, 0.1]",0,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The paymentservice pod is in CrashLoopBackOff due to readiness probe failures caused by unable to connect to the service within the timeout period.,"Step 1: Checked node health and found all nodes are Ready. Proceeded to Step 2. Step 2: Found pod paymentservice-5dd776d9f4-rkk77 is in CrashLoopBackOff state, indicating an application crash or misco...",37477,17223,3090,
2026-06-20T15:27:48.995568,F2,1,C3_rag,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff""]",1.0,0.5,"[0.5, 0.5, 0.1]","[0.5, 0.5, 0.5]",1,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The paymentservice pod is in CrashLoopBackOff due to application startup failure and CPU throttling.,"Step 1: Checked node health, all nodes are Ready. Proceeded to Step 2. Step 2: Found paymentservice-5dd776d9f4-rkk77 pod in CrashLoopBackOff with 4 restarts. The readiness probe failed due to timeout....",28200,17697,3039,
2026-06-20T15:27:48.995568,F2,1,C4_both,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff""]",1.0,0.1,"[0.1, 0.1, 0.1]","[0.1, 0.1, 0.1]",0,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The paymentservice pod is in CrashLoopBackOff due to resource constraints and health check failures.,"Step 1: Checked node health. All nodes are Ready without DiskPressure, MemoryPressure, or PIDPressure. Proceeded to Step 2. Step 2: Found paymentservice-5dd776d9f4-rkk77 pod in CrashLoopBackOff state ...",31119,19227,3147,
2026-06-20T15:27:48.995568,F2,1,C5_placebo,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff""]",1.0,0.1,"[0.1, 0.1, 0.1]","[0.1, 0.1, 0.1]",0,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The paymentservice pod is in CrashLoopBackOff due to a failed readiness probe and high CPU throttling.,"Step 1: Checked node health and all nodes are Ready. Proceeded to Step 2. Step 2: Found paymentservice-5dd776d9f4-rkk77 not in a Running/Ready state, showing CrashLoopBackOff with 4 restarts. This ind...",31096,18012,3157,
2026-06-20T15:34:39.503693,F2,2,C1_A,CrashLoopBackOff,"[""CrashLoopBackOff"", ""Network Connectivity Issue"", ""CrashLoopBackOff""]",0.6667,0.625,"[0.5, 0.0, 0.75]","[0.5, 0.5, 0.5]",1,1,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,"The 'emailservice' pod is crashing due to connectivity issues with other services, leading to a CrashLoopBackOff state.","Step 1: Checked Node Health - All nodes are Ready. Step 2: Checked Pod Status - The 'emailservice-5dd96ff45d-fjnfx' pod is in CrashLoopBackOff state due to an Unhealthy status, indicating a pod-level ...",31970,15063,3257,
2026-06-20T15:34:39.503693,F2,2,C2_gitops,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff / Connectivity Issue"", ""CrashLoopBackOff""]",0.6667,0.5,"[0.5, 0.5, 0.5]","[0.5, 0.5, 0.5]",1,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The emailservice pod is crashing due to a configuration error in the service definition.,"Step 1: Checked node health and found all nodes are Ready. Proceeding to Step 2. Step 2: Found the emailservice pod in CrashLoopBackOff state, indicating an application crash. Proceeding to investigat...",31958,16512,3251,
2026-06-20T15:34:39.503693,F2,2,C3_rag,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff""]",1.0,0.5,"[0.5, 0.5, 0.5]","[0.5, 0.5, 0.5]",1,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The emailservice pod is in a CrashLoopBackOff state due to application errors or misconfiguration.,"Step 1: Checked node health and found all nodes are Ready with no pressure conditions, so proceed to Step 2. Step 2: Found emailservice pods in CrashLoopBackOff state, indicating application crash or ...",28523,16779,2896,
2026-06-20T15:34:39.503693,F2,2,C4_both,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff""]",1.0,0.5,"[0.75, 0.5, 0.5]","[0.75, 0.75, 0.75]",1,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The emailservice pod is in CrashLoopBackOff due to an application misconfiguration or startup failure.,"Step 1: Checked Node Health and found all nodes in Ready state, so no node-level fault. Step 2: Found pods in CrashLoopBackOff state for emailservice, indicating an application crash or misconfigurati...",27065,18270,3008,
2026-06-20T15:34:39.503693,F2,2,C5_placebo,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""Service Endpoint Failure""]",0.6667,0.5,"[0.5, 0.5, 0.1]","[0.5, 0.5, 0.5]",1,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The emailservice pod is in CrashLoopBackOff due to misconfiguration or application error.,"Step 1: All nodes are Ready with no issues detected, so I proceed to Step 2. Step 2: The emailservice pod is in CrashLoopBackOff state with 4 restarts. This indicates an application crash or misconfig...",30503,17163,3321,
2026-06-20T15:41:23.375344,F2,3,C1_A,CrashLoopBackOff and Network Timeout,"[""CrashLoopBackOff and Network Timeout"", ""CrashLoopBackOff & Connectivity Issues"", ""Network Timeout""]",0.3333,0.5,"[0.5, 0.5, 0.0]","[0.1, 0.5, 0.5]",1,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff and Network Timeout,0.8,"The currencyservice pod is misconfigured or resource-constrained, causing it to fail and resulting in network timeouts for dependent services.",Step 1: Checked Node Health - All nodes are Ready. Step 2: Checked Pod Status - The currencyservice pod is in CrashLoopBackOff with 4 restarts. This indicates a potential application crash or misconfi...,33419,15885,3403,
2026-06-20T15:41:23.375344,F2,3,C2_gitops,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff and Network Timeout"", ""CPU Throttling""]",0.3333,0.5,"[0.5, 0.5, 0.0]","[0.5, 0.5, 0.5]",1,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,"The primary root cause is a misconfiguration or crash in the currencyservice pod, leading to repeated failures and readiness probe timeouts.",Step 1: Checked Node Health - All nodes are Ready with no pressure conditions. Proceeded to Step 2. Step 2: Checked Pod Status - Found 'currencyservice-8587655ff4-v2fh7' in CrashLoopBackOff state with...,30892,17334,3028,
2026-06-20T15:41:23.375344,F2,3,C3_rag,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff""]",1.0,0.5,"[0.5, 0.75, 0.5]","[0.5, 0.5, 0.5]",1,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The currencyservice pod is crashing repeatedly due to application errors.,"Step 1: I checked Node Health and found all nodes are Ready with no pressure conditions. Proceeding to Step 2. Step 2: I found the currencyservice pod in CrashLoopBackOff with 4 restarts, indicating a...",34883,17772,3316,
2026-06-20T15:41:23.375344,F2,3,C4_both,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff and Network Timeout""]",0.6667,0.5,"[0.5, 0.5, 0.5]","[0.5, 0.5, 0.5]",1,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The currencyservice pod is in CrashLoopBackOff due to application errors and resource throttling.,"Step 1: Checked node health and found all nodes are Ready. Proceeded to Step 2. Step 2: Found currencyservice-8587655ff4-v2fh7 in CrashLoopBackOff state with 4 restarts, indicating an application cras...",31731,19212,3277,
2026-06-20T15:41:23.375344,F2,3,C5_placebo,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""Network Connectivity Issue""]",0.6667,0.3,"[0.5, 0.1, 0.5]","[0.5, 0.5, 0.5]",0,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,"The currencyservice pod is crashing due to misconfiguration or resource constraints, leading to cascading failures in related services.","In Step 1, I checked Node Health and found all nodes are Ready with no pressure conditions. In Step 2, I checked Pod Status and noted that the currencyservice pod is in a CrashLoopBackOff state, which...",27998,17985,3012,
2026-06-20T15:48:28.385845,F2,4,C1_A,Container Configuration Error,"[""Container Configuration Error"", ""Container Configuration Error"", ""Container Start Failure""]",0.6667,0.05,"[0.1, 0.0, 0.0]","[0.1, 0.1, 0.0]",0,0,0,0,fp_0004d2b74a,0.0568,Container Configuration Error,0.9,The shippingservice pod failed to start due to a missing executable in the container image.,"In Step 1, I checked the node health and found all nodes are in Ready state with no pressure conditions. Therefore, I proceeded to Step 2. In Step 2, I observed that the shippingservice pod is in Cras...",30411,16509,3096,
2026-06-20T15:48:28.385845,F2,4,C2_gitops,Container Start Error,"[""Container Start Error"", ""CrashLoopBackOff"", ""Container Misconfiguration""]",0.3333,0.0,"[0.0, 0.1, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0568,Container Start Error,0.9,The shippingservice pod is failing to start due to a missing shell in the container image.,"Step 1: Checked Node Health - All nodes are Ready, so no primary candidate here. Step 2: Checked Pod Status - The shippingservice pod is in CrashLoopBackOff due to a failure to start, which indicates ...",29141,17892,2924,
2026-06-20T15:48:28.385845,F2,4,C3_rag,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff""]",1.0,0.1,"[0.1, 0.1, 0.1]","[0.1, 0.1, 0.1]",0,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.9,The shippingservice pod is in CrashLoopBackOff state due to a missing executable in the container image.,"I began by checking the node health and found that all nodes are Ready, so I moved to Step 2. In Step 2, I identified that the shippingservice pod is in CrashLoopBackOff state with a specific error me...",28936,18327,3094,
2026-06-20T15:48:28.385845,F2,4,C4_both,Container Startup Failure,"[""Container Startup Failure"", ""Container Startup Failure"", ""CrashLoopBackOff""]",0.6667,0.05,"[0.1, 0.0, 0.1]","[0.1, 0.1, 0.1]",0,0,0,0,fp_0004d2b74a,0.0568,Container Startup Failure,0.9,The shippingservice pod is failing to start due to a missing shell executable in the container image.,"Step 1: Node health is good, all nodes are Ready. Step 2: Shipping service pod is not in a Running/Ready state, it is in CrashLoopBackOff with error indicating that /bin/sh is not found, suggesting a ...",27586,19815,2994,
2026-06-20T15:48:28.385845,F2,4,C5_placebo,Container Misconfiguration,"[""Container Configuration Error"", ""Container Misconfiguration"", ""Container Misconfiguration""]",0.6667,0.0,"[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0,0,0,0,fp_0004d2b74a,0.0568,Container Misconfiguration,0.9,The shippingservice pod is failing to start due to a missing shell executable.,"In Step 1, I checked the node health and found all nodes are Ready, so I proceeded to Step 2. In Step 2, I observed that the shippingservice pod is in a CrashLoopBackOff state, with the last terminati...",28841,18600,2734,
2026-06-20T15:55:36.726559,F2,5,C1_A,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff""]",1.0,0.1,"[0.1, 0.1, 0.1]","[0.1, 0.1, 0.1]",0,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The adservice pod is in CrashLoopBackOff due to CPU throttling exceeding 50%.,Step 1: Checked node health. All nodes are Ready. Proceeded to Step 2. Step 2: Found adservice pod in CrashLoopBackOff state with the last termination indicating an error (exit code ?). Proceeded with...,27633,18036,2975,
2026-06-20T15:55:36.726559,F2,5,C2_gitops,CrashLoopBackOff,"[""CrashLoopBackOff"", ""CrashLoopBackOff"", ""CrashLoopBackOff""]",1.0,0.1,"[0.5, 0.1, 0.1]","[0.5, 0.5, 0.5]",0,0,0,0,fp_0004d2b74a,0.0568,CrashLoopBackOff,0.8,The adservice pod is crashing due to application misconfiguration or missing binaries.,"Step 1: Checked node health and found all nodes are Ready. Proceeded to Step 2. Step 2: Found pod adservice-cc4679d57-w58v8 in CrashLoopBackOff state with 4 restarts, indicating potential application ...",29927,19416,3120,
